Year,Month,City,Manufacturer,Vehicle Model,Units Sold
2010,Nov,Delhi,Suzuki,Splendor Plus,1537
2010,Nov,Delhi,Suzuki,Activa 6G,925
2010,Nov,Delhi,Suzuki,Pulsar 150,876
2010,Nov,Delhi,Suzuki,Apache RTR 160,1314
2010,Nov,Delhi,Suzuki,Classic 350,1250
2010,Nov,Delhi,Suzuki,Gixxer SF,1675
2010,Nov,Delhi,Suzuki,FZ-S,1148
2010,Nov,Delhi,Yamaha,Splendor Plus,673
2010,Nov,Delhi,Yamaha,Activa 6G,1971
2010,Nov,Delhi,Yamaha,Pulsar 150,859
2010,Nov,Delhi,Yamaha,Apache RTR 160,1130
2010,Nov,Delhi,Yamaha,Classic 350,1404
2010,Nov,Delhi,Yamaha,Gixxer SF,682
2010,Nov,Delhi,Yamaha,FZ-S,1907
2010,Nov,Bangalore,Hero,Splendor Plus,1147
2010,Nov,Bangalore,Hero,Activa 6G,1365
2010,Nov,Bangalore,Hero,Pulsar 150,1286
2010,Nov,Bangalore,Hero,Apache RTR 160,1092
2010,Nov,Bangalore,Hero,Classic 350,1075
2010,Nov,Bangalore,Hero,Gixxer SF,1078
2010,Nov,Bangalore,Hero,FZ-S,1350
2010,Nov,Bangalore,Honda,Splendor Plus,1024
2010,Nov,Bangalore,Honda,Activa 6G,540
2010,Nov,Bangalore,Honda,Pulsar 150,1655
2010,Nov,Bangalore,Honda,Apache RTR 160,1122
2010,Nov,Bangalore,Honda,Classic 350,1359
2010,Nov,Bangalore,Honda,Gixxer SF,521
2010,Nov,Bangalore,Honda,FZ-S,1055
2010,Nov,Bangalore,Bajaj,Splendor Plus,1193
2010,Nov,Bangalore,Bajaj,Activa 6G,1633
2010,Nov,Bangalore,Bajaj,Pulsar 150,761
2010,Nov,Bangalore,Bajaj,Apache RTR 160,693
2010,Nov,Bangalore,Bajaj,Classic 350,984
2010,Nov,Bangalore,Bajaj,Gixxer SF,825
2010,Nov,Bangalore,Bajaj,FZ-S,1508
2010,Nov,Bangalore,TVS,Splendor Plus,1422
2010,Nov,Bangalore,TVS,Activa 6G,1457
2010,Nov,Bangalore,TVS,Pulsar 150,1329
2010,Nov,Bangalore,TVS,Apache RTR 160,1034
2010,Nov,Bangalore,TVS,Classic 350,711
2010,Nov,Bangalore,TVS,Gixxer SF,1589
2010,Nov,Bangalore,TVS,FZ-S,1812
2010,Nov,Bangalore,Royal Enfield,Splendor Plus,999
2010,Nov,Bangalore,Royal Enfield,Activa 6G,1034
2010,Nov,Bangalore,Royal Enfield,Pulsar 150,1907
2010,Nov,Bangalore,Royal Enfield,Apache RTR 160,1037
2010,Nov,Bangalore,Royal Enfield,Classic 350,1297
2010,Nov,Bangalore,Royal Enfield,Gixxer SF,1405
2010,Nov,Bangalore,Royal Enfield,FZ-S,1943
2010,Nov,Bangalore,Suzuki,Splendor Plus,1925
2010,Nov,Bangalore,Suzuki,Activa 6G,1642
2010,Nov,Bangalore,Suzuki,Pulsar 150,1726
2010,Nov,Bangalore,Suzuki,Apache RTR 160,723
2010,Nov,Bangalore,Suzuki,Classic 350,531
2010,Nov,Bangalore,Suzuki,Gixxer SF,1238
2010,Nov,Bangalore,Suzuki,FZ-S,1407
2010,Nov,Bangalore,Yamaha,Splendor Plus,1660
2010,Nov,Bangalore,Yamaha,Activa 6G,1468
2010,Nov,Bangalore,Yamaha,Pulsar 150,636
2010,Nov,Bangalore,Yamaha,Apache RTR 160,1044
2010,Nov,Bangalore,Yamaha,Classic 350,1867
2010,Nov,Bangalore,Yamaha,Gixxer SF,935
2010,Nov,Bangalore,Yamaha,FZ-S,875
2010,Nov,Chennai,Hero,Splendor Plus,1897
2010,Nov,Chennai,Hero,Activa 6G,1792
2010,Nov,Chennai,Hero,Pulsar 150,1844
2010,Nov,Chennai,Hero,Apache RTR 160,892
2010,Nov,Chennai,Hero,Classic 350,986
2010,Nov,Chennai,Hero,Gixxer SF,1425
2010,Nov,Chennai,Hero,FZ-S,1982
2010,Nov,Chennai,Honda,Splendor Plus,1391
2010,Nov,Chennai,Honda,Activa 6G,1589
2010,Nov,Chennai,Honda,Pulsar 150,743
2010,Nov,Chennai,Honda,Apache RTR 160,903
2010,Nov,Chennai,Honda,Classic 350,710
2010,Nov,Chennai,Honda,Gixxer SF,720
2010,Nov,Chennai,Honda,FZ-S,1653
2010,Nov,Chennai,Bajaj,Splendor Plus,1480
2010,Nov,Chennai,Bajaj,Activa 6G,1526
2010,Nov,Chennai,Bajaj,Pulsar 150,573
2010,Nov,Chennai,Bajaj,Apache RTR 160,1955
2010,Nov,Chennai,Bajaj,Classic 350,1569
2010,Nov,Chennai,Bajaj,Gixxer SF,1982
2010,Nov,Chennai,Bajaj,FZ-S,1833
2010,Nov,Chennai,TVS,Splendor Plus,1052
2010,Nov,Chennai,TVS,Activa 6G,1841
2010,Nov,Chennai,TVS,Pulsar 150,1803
2010,Nov,Chennai,TVS,Apache RTR 160,965
2010,Nov,Chennai,TVS,Classic 350,1566
2010,Nov,Chennai,TVS,Gixxer SF,523
2010,Nov,Chennai,TVS,FZ-S,1803
2010,Nov,Chennai,Royal Enfield,Splendor Plus,739
2010,Nov,Chennai,Royal Enfield,Activa 6G,694
2010,Nov,Chennai,Royal Enfield,Pulsar 150,678
2010,Nov,Chennai,Royal Enfield,Apache RTR 160,1398
2010,Nov,Chennai,Royal Enfield,Classic 350,511
2010,Nov,Chennai,Royal Enfield,Gixxer SF,1926
2010,Nov,Chennai,Royal Enfield,FZ-S,1511
2010,Nov,Chennai,Suzuki,Splendor Plus,1570
2010,Nov,Chennai,Suzuki,Activa 6G,724
2010,Nov,Chennai,Suzuki,Pulsar 150,931
2010,Nov,Chennai,Suzuki,Apache RTR 160,1631
2010,Nov,Chennai,Suzuki,Classic 350,1792
2010,Nov,Chennai,Suzuki,Gixxer SF,1529
2010,Nov,Chennai,Suzuki,FZ-S,1762
2010,Nov,Chennai,Yamaha,Splendor Plus,676
2010,Nov,Chennai,Yamaha,Activa 6G,1427
2010,Nov,Chennai,Yamaha,Pulsar 150,859
2010,Nov,Chennai,Yamaha,Apache RTR 160,1198
2010,Nov,Chennai,Yamaha,Classic 350,1927
2010,Nov,Chennai,Yamaha,Gixxer SF,1730
2010,Nov,Chennai,Yamaha,FZ-S,1110
2010,Nov,Kolkata,Hero,Splendor Plus,1822
2010,Nov,Kolkata,Hero,Activa 6G,1823
2010,Nov,Kolkata,Hero,Pulsar 150,1382
2010,Nov,Kolkata,Hero,Apache RTR 160,514
2010,Nov,Kolkata,Hero,Classic 350,526
2010,Nov,Kolkata,Hero,Gixxer SF,804
2010,Nov,Kolkata,Hero,FZ-S,1051
2010,Nov,Kolkata,Honda,Splendor Plus,1530
2010,Nov,Kolkata,Honda,Activa 6G,1075
2010,Nov,Kolkata,Honda,Pulsar 150,1053
2010,Nov,Kolkata,Honda,Apache RTR 160,1538
2010,Nov,Kolkata,Honda,Classic 350,1974
2010,Nov,Kolkata,Honda,Gixxer SF,954
2010,Nov,Kolkata,Honda,FZ-S,528
2010,Nov,Kolkata,Bajaj,Splendor Plus,749
2010,Nov,Kolkata,Bajaj,Activa 6G,1549
2010,Nov,Kolkata,Bajaj,Pulsar 150,1964
2010,Nov,Kolkata,Bajaj,Apache RTR 160,1896
2010,Nov,Kolkata,Bajaj,Classic 350,1050
2010,Nov,Kolkata,Bajaj,Gixxer SF,1139
2010,Nov,Kolkata,Bajaj,FZ-S,1398
2010,Nov,Kolkata,TVS,Splendor Plus,1106
2010,Nov,Kolkata,TVS,Activa 6G,1270
2010,Nov,Kolkata,TVS,Pulsar 150,1006
2010,Nov,Kolkata,TVS,Apache RTR 160,854
2010,Nov,Kolkata,TVS,Classic 350,1421
2010,Nov,Kolkata,TVS,Gixxer SF,1733
2010,Nov,Kolkata,TVS,FZ-S,1210
2010,Nov,Kolkata,Royal Enfield,Splendor Plus,837
2010,Nov,Kolkata,Royal Enfield,Activa 6G,1752
2010,Nov,Kolkata,Royal Enfield,Pulsar 150,1926
2010,Nov,Kolkata,Royal Enfield,Apache RTR 160,1523
2010,Nov,Kolkata,Royal Enfield,Classic 350,1939
2010,Nov,Kolkata,Royal Enfield,Gixxer SF,1574
2010,Nov,Kolkata,Royal Enfield,FZ-S,1009
2010,Nov,Kolkata,Suzuki,Splendor Plus,1810
2010,Nov,Kolkata,Suzuki,Activa 6G,1445
2010,Nov,Kolkata,Suzuki,Pulsar 150,1139
2010,Nov,Kolkata,Suzuki,Apache RTR 160,1908
2010,Nov,Kolkata,Suzuki,Classic 350,954
2010,Nov,Kolkata,Suzuki,Gixxer SF,1322
2010,Nov,Kolkata,Suzuki,FZ-S,578
2010,Nov,Kolkata,Yamaha,Splendor Plus,780
2010,Nov,Kolkata,Yamaha,Activa 6G,963
2010,Nov,Kolkata,Yamaha,Pulsar 150,1641
2010,Nov,Kolkata,Yamaha,Apache RTR 160,1192
2010,Nov,Kolkata,Yamaha,Classic 350,928
2010,Nov,Kolkata,Yamaha,Gixxer SF,598
2010,Nov,Kolkata,Yamaha,FZ-S,1665
2010,Dec,Mumbai,Hero,Splendor Plus,1244
2010,Dec,Mumbai,Hero,Activa 6G,1178
2010,Dec,Mumbai,Hero,Pulsar 150,1752
2010,Dec,Mumbai,Hero,Apache RTR 160,1143
2010,Dec,Mumbai,Hero,Classic 350,700
2010,Dec,Mumbai,Hero,Gixxer SF,1647
2010,Dec,Mumbai,Hero,FZ-S,1638
2010,Dec,Mumbai,Honda,Splendor Plus,1163
2010,Dec,Mumbai,Honda,Activa 6G,1503
2010,Dec,Mumbai,Honda,Pulsar 150,1256
2010,Dec,Mumbai,Honda,Apache RTR 160,966
2010,Dec,Mumbai,Honda,Classic 350,621
2010,Dec,Mumbai,Honda,Gixxer SF,531
2010,Dec,Mumbai,Honda,FZ-S,1941
2010,Dec,Mumbai,Bajaj,Splendor Plus,1496
2010,Dec,Mumbai,Bajaj,Activa 6G,748
2010,Dec,Mumbai,Bajaj,Pulsar 150,812
2010,Dec,Mumbai,Bajaj,Apache RTR 160,1303
2010,Dec,Mumbai,Bajaj,Classic 350,1583
2010,Dec,Mumbai,Bajaj,Gixxer SF,1688
2010,Dec,Mumbai,Bajaj,FZ-S,939
2010,Dec,Mumbai,TVS,Splendor Plus,1559
2010,Dec,Mumbai,TVS,Activa 6G,1126
2010,Dec,Mumbai,TVS,Pulsar 150,630
2010,Dec,Mumbai,TVS,Apache RTR 160,1889
2010,Dec,Mumbai,TVS,Classic 350,1191
2010,Dec,Mumbai,TVS,Gixxer SF,1395
2010,Dec,Mumbai,TVS,FZ-S,1491
2010,Dec,Mumbai,Royal Enfield,Splendor Plus,1261
2010,Dec,Mumbai,Royal Enfield,Activa 6G,664
2010,Dec,Mumbai,Royal Enfield,Pulsar 150,1886
2010,Dec,Mumbai,Royal Enfield,Apache RTR 160,1748
2010,Dec,Mumbai,Royal Enfield,Classic 350,1264
2010,Dec,Mumbai,Royal Enfield,Gixxer SF,1109
2010,Dec,Mumbai,Royal Enfield,FZ-S,691
2010,Dec,Mumbai,Suzuki,Splendor Plus,1091
2010,Dec,Mumbai,Suzuki,Activa 6G,742
2010,Dec,Mumbai,Suzuki,Pulsar 150,1531
2010,Dec,Mumbai,Suzuki,Apache RTR 160,1507
2010,Dec,Mumbai,Suzuki,Classic 350,1043
2010,Dec,Mumbai,Suzuki,Gixxer SF,1281
2010,Dec,Mumbai,Suzuki,FZ-S,1444
2010,Dec,Mumbai,Yamaha,Splendor Plus,759
2010,Dec,Mumbai,Yamaha,Activa 6G,1814
2010,Dec,Mumbai,Yamaha,Pulsar 150,1850
2010,Dec,Mumbai,Yamaha,Apache RTR 160,1334
2010,Dec,Mumbai,Yamaha,Classic 350,537
2010,Dec,Mumbai,Yamaha,Gixxer SF,1388
2010,Dec,Mumbai,Yamaha,FZ-S,1344
2010,Dec,Delhi,Hero,Splendor Plus,580
2010,Dec,Delhi,Hero,Activa 6G,1494
2010,Dec,Delhi,Hero,Pulsar 150,1981
2010,Dec,Delhi,Hero,Apache RTR 160,853
2010,Dec,Delhi,Hero,Classic 350,1058
2010,Dec,Delhi,Hero,Gixxer SF,802
2010,Dec,Delhi,Hero,FZ-S,1073
2010,Dec,Delhi,Honda,Splendor Plus,1136
2010,Dec,Delhi,Honda,Activa 6G,1638
2010,Dec,Delhi,Honda,Pulsar 150,1618
2010,Dec,Delhi,Honda,Apache RTR 160,509
2010,Dec,Delhi,Honda,Classic 350,1714
2010,Dec,Delhi,Honda,Gixxer SF,1829
2010,Dec,Delhi,Honda,FZ-S,1478
2010,Dec,Delhi,Bajaj,Splendor Plus,1051
2010,Dec,Delhi,Bajaj,Activa 6G,968
2010,Dec,Delhi,Bajaj,Pulsar 150,1382
2010,Dec,Delhi,Bajaj,Apache RTR 160,1880
2010,Dec,Delhi,Bajaj,Classic 350,790
2010,Dec,Delhi,Bajaj,Gixxer SF,1910
2010,Dec,Delhi,Bajaj,FZ-S,705
2010,Dec,Delhi,TVS,Splendor Plus,1553
2010,Dec,Delhi,TVS,Activa 6G,1202
2010,Dec,Delhi,TVS,Pulsar 150,973
2010,Dec,Delhi,TVS,Apache RTR 160,645
2010,Dec,Delhi,TVS,Classic 350,1874
2010,Dec,Delhi,TVS,Gixxer SF,1370
2010,Dec,Delhi,TVS,FZ-S,1730
2010,Dec,Delhi,Royal Enfield,Splendor Plus,679
2010,Dec,Delhi,Royal Enfield,Activa 6G,1236
2010,Dec,Delhi,Royal Enfield,Pulsar 150,1240
2010,Dec,Delhi,Royal Enfield,Apache RTR 160,696
2010,Dec,Delhi,Royal Enfield,Classic 350,1696
2010,Dec,Delhi,Royal Enfield,Gixxer SF,1488
2010,Dec,Delhi,Royal Enfield,FZ-S,1991
2010,Dec,Delhi,Suzuki,Splendor Plus,1781
2010,Dec,Delhi,Suzuki,Activa 6G,905
2010,Dec,Delhi,Suzuki,Pulsar 150,1474
2010,Dec,Delhi,Suzuki,Apache RTR 160,1247
2010,Dec,Delhi,Suzuki,Classic 350,1435
2010,Dec,Delhi,Suzuki,Gixxer SF,1742
2010,Dec,Delhi,Suzuki,FZ-S,739
2010,Dec,Delhi,Yamaha,Splendor Plus,1932
2010,Dec,Delhi,Yamaha,Activa 6G,1778
2010,Dec,Delhi,Yamaha,Pulsar 150,1751
2010,Dec,Delhi,Yamaha,Apache RTR 160,1307
2010,Dec,Delhi,Yamaha,Classic 350,1615
2010,Dec,Delhi,Yamaha,Gixxer SF,1963
2010,Dec,Delhi,Yamaha,FZ-S,1661
2010,Dec,Bangalore,Hero,Splendor Plus,1108
2010,Dec,Bangalore,Hero,Activa 6G,673
2010,Dec,Bangalore,Hero,Pulsar 150,1344
2010,Dec,Bangalore,Hero,Apache RTR 160,614
2010,Dec,Bangalore,Hero,Classic 350,1043
2010,Dec,Bangalore,Hero,Gixxer SF,1901
2010,Dec,Bangalore,Hero,FZ-S,1809
2010,Dec,Bangalore,Honda,Splendor Plus,1871
2010,Dec,Bangalore,Honda,Activa 6G,1077
2010,Dec,Bangalore,Honda,Pulsar 150,1095
2010,Dec,Bangalore,Honda,Apache RTR 160,1159
2010,Dec,Bangalore,Honda,Classic 350,1962
2010,Dec,Bangalore,Honda,Gixxer SF,1697
2010,Dec,Bangalore,Honda,FZ-S,1490
2010,Dec,Bangalore,Bajaj,Splendor Plus,1318
2010,Dec,Bangalore,Bajaj,Activa 6G,1360
2010,Dec,Bangalore,Bajaj,Pulsar 150,556
2010,Dec,Bangalore,Bajaj,Apache RTR 160,1205
2010,Dec,Bangalore,Bajaj,Classic 350,1137
2010,Dec,Bangalore,Bajaj,Gixxer SF,665
2010,Dec,Bangalore,Bajaj,FZ-S,1802
2010,Dec,Bangalore,TVS,Splendor Plus,1106
2010,Dec,Bangalore,TVS,Activa 6G,1402
2010,Dec,Bangalore,TVS,Pulsar 150,1460
2010,Dec,Bangalore,TVS,Apache RTR 160,831
2010,Dec,Bangalore,TVS,Classic 350,1766
2010,Dec,Bangalore,TVS,Gixxer SF,730
2010,Dec,Bangalore,TVS,FZ-S,1275
2010,Dec,Bangalore,Royal Enfield,Splendor Plus,1133
2010,Dec,Bangalore,Royal Enfield,Activa 6G,1787
2010,Dec,Bangalore,Royal Enfield,Pulsar 150,1624
2010,Dec,Bangalore,Royal Enfield,Apache RTR 160,606
2010,Dec,Bangalore,Royal Enfield,Classic 350,1660
2010,Dec,Bangalore,Royal Enfield,Gixxer SF,1405
2010,Dec,Bangalore,Royal Enfield,FZ-S,566
2010,Dec,Bangalore,Suzuki,Splendor Plus,951
2010,Dec,Bangalore,Suzuki,Activa 6G,1689
2010,Dec,Bangalore,Suzuki,Pulsar 150,1333
2010,Dec,Bangalore,Suzuki,Apache RTR 160,734
2010,Dec,Bangalore,Suzuki,Classic 350,1158
2010,Dec,Bangalore,Suzuki,Gixxer SF,1901
2010,Dec,Bangalore,Suzuki,FZ-S,812
2010,Dec,Bangalore,Yamaha,Splendor Plus,627
2010,Dec,Bangalore,Yamaha,Activa 6G,1041
2010,Dec,Bangalore,Yamaha,Pulsar 150,1830
2010,Dec,Bangalore,Yamaha,Apache RTR 160,1157
2010,Dec,Bangalore,Yamaha,Classic 350,1766
2010,Dec,Bangalore,Yamaha,Gixxer SF,1571
2010,Dec,Bangalore,Yamaha,FZ-S,776
2010,Dec,Chennai,Hero,Splendor Plus,1274
2010,Dec,Chennai,Hero,Activa 6G,1128
2010,Dec,Chennai,Hero,Pulsar 150,714
2010,Dec,Chennai,Hero,Apache RTR 160,1127
2010,Dec,Chennai,Hero,Classic 350,1643
2010,Dec,Chennai,Hero,Gixxer SF,1560
2010,Dec,Chennai,Hero,FZ-S,1412
2010,Dec,Chennai,Honda,Splendor Plus,1654
2010,Dec,Chennai,Honda,Activa 6G,1104
2010,Dec,Chennai,Honda,Pulsar 150,823
2010,Dec,Chennai,Honda,Apache RTR 160,1633
2010,Dec,Chennai,Honda,Classic 350,1886
2010,Dec,Chennai,Honda,Gixxer SF,1909
2010,Dec,Chennai,Honda,FZ-S,1645
2010,Dec,Chennai,Bajaj,Splendor Plus,730
2010,Dec,Chennai,Bajaj,Activa 6G,639
2010,Dec,Chennai,Bajaj,Pulsar 150,1494
2010,Dec,Chennai,Bajaj,Apache RTR 160,1617
2010,Dec,Chennai,Bajaj,Classic 350,797
2010,Dec,Chennai,Bajaj,Gixxer SF,1058
2010,Dec,Chennai,Bajaj,FZ-S,521
2010,Dec,Chennai,TVS,Splendor Plus,1445
2010,Dec,Chennai,TVS,Activa 6G,1590
2010,Dec,Chennai,TVS,Pulsar 150,1795
2010,Dec,Chennai,TVS,Apache RTR 160,1833
2010,Dec,Chennai,TVS,Classic 350,828
2010,Dec,Chennai,TVS,Gixxer SF,1139
2010,Dec,Chennai,TVS,FZ-S,1958
2010,Dec,Chennai,Royal Enfield,Splendor Plus,1822
2010,Dec,Chennai,Royal Enfield,Activa 6G,1646
2010,Dec,Chennai,Royal Enfield,Pulsar 150,1632
2010,Dec,Chennai,Royal Enfield,Apache RTR 160,707
2010,Dec,Chennai,Royal Enfield,Classic 350,515
2010,Dec,Chennai,Royal Enfield,Gixxer SF,1466
2010,Dec,Chennai,Royal Enfield,FZ-S,719
2010,Dec,Chennai,Suzuki,Splendor Plus,812
2010,Dec,Chennai,Suzuki,Activa 6G,1907
2010,Dec,Chennai,Suzuki,Pulsar 150,1349
2010,Dec,Chennai,Suzuki,Apache RTR 160,1239
2010,Dec,Chennai,Suzuki,Classic 350,1057
2010,Dec,Chennai,Suzuki,Gixxer SF,898
2010,Dec,Chennai,Suzuki,FZ-S,1484
2010,Dec,Chennai,Yamaha,Splendor Plus,1861
2010,Dec,Chennai,Yamaha,Activa 6G,582
2010,Dec,Chennai,Yamaha,Pulsar 150,829
2010,Dec,Chennai,Yamaha,Apache RTR 160,1866
2010,Dec,Chennai,Yamaha,Classic 350,963
2010,Dec,Chennai,Yamaha,Gixxer SF,1980
2010,Dec,Chennai,Yamaha,FZ-S,1042
2010,Dec,Kolkata,Hero,Splendor Plus,716
2010,Dec,Kolkata,Hero,Activa 6G,599
2010,Dec,Kolkata,Hero,Pulsar 150,1657
2010,Dec,Kolkata,Hero,Apache RTR 160,1674
2010,Dec,Kolkata,Hero,Classic 350,1382
2010,Dec,Kolkata,Hero,Gixxer SF,1395
2010,Dec,Kolkata,Hero,FZ-S,688
2010,Dec,Kolkata,Honda,Splendor Plus,774
2010,Dec,Kolkata,Honda,Activa 6G,1143
2010,Dec,Kolkata,Honda,Pulsar 150,889
2010,Dec,Kolkata,Honda,Apache RTR 160,1942
2010,Dec,Kolkata,Honda,Classic 350,1917
2010,Dec,Kolkata,Honda,Gixxer SF,1633
2010,Dec,Kolkata,Honda,FZ-S,795
2010,Dec,Kolkata,Bajaj,Splendor Plus,1014
2010,Dec,Kolkata,Bajaj,Activa 6G,1860
2010,Dec,Kolkata,Bajaj,Pulsar 150,1965
2010,Dec,Kolkata,Bajaj,Apache RTR 160,533
2010,Dec,Kolkata,Bajaj,Classic 350,1478
2010,Dec,Kolkata,Bajaj,Gixxer SF,1838
2010,Dec,Kolkata,Bajaj,FZ-S,1736
2010,Dec,Kolkata,TVS,Splendor Plus,607
2010,Dec,Kolkata,TVS,Activa 6G,1566
2010,Dec,Kolkata,TVS,Pulsar 150,1552
2010,Dec,Kolkata,TVS,Apache RTR 160,1503
2010,Dec,Kolkata,TVS,Classic 350,892
2010,Dec,Kolkata,TVS,Gixxer SF,759
2010,Dec,Kolkata,TVS,FZ-S,1817
2010,Dec,Kolkata,Royal Enfield,Splendor Plus,1016
2010,Dec,Kolkata,Royal Enfield,Activa 6G,872
2010,Dec,Kolkata,Royal Enfield,Pulsar 150,1229
2010,Dec,Kolkata,Royal Enfield,Apache RTR 160,1875
2010,Dec,Kolkata,Royal Enfield,Classic 350,1926
2010,Dec,Kolkata,Royal Enfield,Gixxer SF,1355
2010,Dec,Kolkata,Royal Enfield,FZ-S,559
2010,Dec,Kolkata,Suzuki,Splendor Plus,1318
2010,Dec,Kolkata,Suzuki,Activa 6G,1179
2010,Dec,Kolkata,Suzuki,Pulsar 150,666
2010,Dec,Kolkata,Suzuki,Apache RTR 160,738
2010,Dec,Kolkata,Suzuki,Classic 350,1350
2010,Dec,Kolkata,Suzuki,Gixxer SF,1457
2010,Dec,Kolkata,Suzuki,FZ-S,1482
2010,Dec,Kolkata,Yamaha,Splendor Plus,1156
2010,Dec,Kolkata,Yamaha,Activa 6G,1943
2010,Dec,Kolkata,Yamaha,Pulsar 150,1504
2010,Dec,Kolkata,Yamaha,Apache RTR 160,1123
2010,Dec,Kolkata,Yamaha,Classic 350,1041
2010,Dec,Kolkata,Yamaha,Gixxer SF,1648
2010,Dec,Kolkata,Yamaha,FZ-S,1744
2011,Jan,Mumbai,Hero,Splendor Plus,869
2011,Jan,Mumbai,Hero,Activa 6G,1464
2011,Jan,Mumbai,Hero,Pulsar 150,888
2011,Jan,Mumbai,Hero,Apache RTR 160,1429
2011,Jan,Mumbai,Hero,Classic 350,1901
2011,Jan,Mumbai,Hero,Gixxer SF,1682
2011,Jan,Mumbai,Hero,FZ-S,1177
2011,Jan,Mumbai,Honda,Splendor Plus,903
2011,Jan,Mumbai,Honda,Activa 6G,1126
2011,Jan,Mumbai,Honda,Pulsar 150,667
2011,Jan,Mumbai,Honda,Apache RTR 160,1107
2011,Jan,Mumbai,Honda,Classic 350,576
2011,Jan,Mumbai,Honda,Gixxer SF,1823
2011,Jan,Mumbai,Honda,FZ-S,1548
2011,Jan,Mumbai,Bajaj,Splendor Plus,778
2011,Jan,Mumbai,Bajaj,Activa 6G,586
2011,Jan,Mumbai,Bajaj,Pulsar 150,1976
2011,Jan,Mumbai,Bajaj,Apache RTR 160,808
2011,Jan,Mumbai,Bajaj,Classic 350,1560
2011,Jan,Mumbai,Bajaj,Gixxer SF,1978
2011,Jan,Mumbai,Bajaj,FZ-S,947
2011,Jan,Mumbai,TVS,Splendor Plus,775
2011,Jan,Mumbai,TVS,Activa 6G,1848
2011,Jan,Mumbai,TVS,Pulsar 150,1861
2011,Jan,Mumbai,TVS,Apache RTR 160,1340
2011,Jan,Mumbai,TVS,Classic 350,1547
2011,Jan,Mumbai,TVS,Gixxer SF,1071
2011,Jan,Mumbai,TVS,FZ-S,1306
2011,Jan,Mumbai,Royal Enfield,Splendor Plus,1685
2011,Jan,Mumbai,Royal Enfield,Activa 6G,1628
2011,Jan,Mumbai,Royal Enfield,Pulsar 150,683
2011,Jan,Mumbai,Royal Enfield,Apache RTR 160,795
2011,Jan,Mumbai,Royal Enfield,Classic 350,1773
2011,Jan,Mumbai,Royal Enfield,Gixxer SF,1410
2011,Jan,Mumbai,Royal Enfield,FZ-S,716
2011,Jan,Mumbai,Suzuki,Splendor Plus,1137
2011,Jan,Mumbai,Suzuki,Activa 6G,1177
2011,Jan,Mumbai,Suzuki,Pulsar 150,1015
2011,Jan,Mumbai,Suzuki,Apache RTR 160,948
2011,Jan,Mumbai,Suzuki,Classic 350,1005
2011,Jan,Mumbai,Suzuki,Gixxer SF,1747
2011,Jan,Mumbai,Suzuki,FZ-S,1994
2011,Jan,Mumbai,Yamaha,Splendor Plus,1555
2011,Jan,Mumbai,Yamaha,Activa 6G,1684
2011,Jan,Mumbai,Yamaha,Pulsar 150,979
2011,Jan,Mumbai,Yamaha,Apache RTR 160,657
2011,Jan,Mumbai,Yamaha,Classic 350,826
2011,Jan,Mumbai,Yamaha,Gixxer SF,1816
2011,Jan,Mumbai,Yamaha,FZ-S,984
2011,Jan,Delhi,Hero,Splendor Plus,1233
2011,Jan,Delhi,Hero,Activa 6G,1593
2011,Jan,Delhi,Hero,Pulsar 150,1302
2011,Jan,Delhi,Hero,Apache RTR 160,935
2011,Jan,Delhi,Hero,Classic 350,745
2011,Jan,Delhi,Hero,Gixxer SF,1463
2011,Jan,Delhi,Hero,FZ-S,1341
2011,Jan,Delhi,Honda,Splendor Plus,872
2011,Jan,Delhi,Honda,Activa 6G,991
2011,Jan,Delhi,Honda,Pulsar 150,861
2011,Jan,Delhi,Honda,Apache RTR 160,1666
2011,Jan,Delhi,Honda,Classic 350,1373
2011,Jan,Delhi,Honda,Gixxer SF,943
2011,Jan,Delhi,Honda,FZ-S,1276
2011,Jan,Delhi,Bajaj,Splendor Plus,1986
2011,Jan,Delhi,Bajaj,Activa 6G,925
2011,Jan,Delhi,Bajaj,Pulsar 150,678
2011,Jan,Delhi,Bajaj,Apache RTR 160,1607
2011,Jan,Delhi,Bajaj,Classic 350,1668
2011,Jan,Delhi,Bajaj,Gixxer SF,836
2011,Jan,Delhi,Bajaj,FZ-S,1345
2011,Jan,Delhi,TVS,Splendor Plus,1791
2011,Jan,Delhi,TVS,Activa 6G,962
2011,Jan,Delhi,TVS,Pulsar 150,1411
2011,Jan,Delhi,TVS,Apache RTR 160,909
2011,Jan,Delhi,TVS,Classic 350,1447
2011,Jan,Delhi,TVS,Gixxer SF,716
2011,Jan,Delhi,TVS,FZ-S,507
2011,Jan,Delhi,Royal Enfield,Splendor Plus,1172
2011,Jan,Delhi,Royal Enfield,Activa 6G,985
2011,Jan,Delhi,Royal Enfield,Pulsar 150,1773
2011,Jan,Delhi,Royal Enfield,Apache RTR 160,557
2011,Jan,Delhi,Royal Enfield,Classic 350,1906
2011,Jan,Delhi,Royal Enfield,Gixxer SF,960
2011,Jan,Delhi,Royal Enfield,FZ-S,672
2011,Jan,Delhi,Suzuki,Splendor Plus,1782
2011,Jan,Delhi,Suzuki,Activa 6G,1048
2011,Jan,Delhi,Suzuki,Pulsar 150,802
2011,Jan,Delhi,Suzuki,Apache RTR 160,677
2011,Jan,Delhi,Suzuki,Classic 350,1338
2011,Jan,Delhi,Suzuki,Gixxer SF,903
